model,image_name,mosz1,mosz2,mosz3,prompt
Unidiffuser,038-4.png,2.429539836419212,2.789317051312055,2.5683454840647224,"""a fall landscape with a small cottage next to a lake"""
Controlnet,033-1.png,2.729130333550941,2.907056185342763,2.6915992012917127,"""purple lego dollhouse with a pool and a swing"""
Unidiffuser,063-1.png,2.451181989732272,2.6273810106653257,2.209616067994061,"""A sign that says Deep Learning"""
DALLE,064-3.png,2.830837238113486,3.214425288451443,3.186313276179796,"""the word 'APPLE' on an apple"""
Controlnet,094-4.png,2.5516224246997194,2.2503569798256544,2.4921270336094947,"""a banana without its peel"""
stable-diffusion,039-1.png,2.825115092113752,2.641906583667419,2.84437892376421,"""a teddy bear on a skateboard in times square"""
Lafite,068-1.png,2.1460834258935835,2.192367277663938,2.060749119569236,"""a store front with 'Grassy Meadow' written on it"""
stable-diffusion,095-4.png,3.1151722420321315,3.151127485863709,2.5528486616514763,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
stable-diffusion,033-3.png,2.9406624559650067,2.7341864616054856,2.7956733601293062,"""purple lego dollhouse with a pool and a swing"""
Controlnet,027-1.png,3.099727071239333,2.7736912011768124,2.926105817834096,"""A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table"""
stable-diffusion,076-1.png,3.122241333491983,3.147274606082027,3.0052078286743944,"""three small yellow boxes"""
DALLE,049-3.png,3.0787641633237164,2.750625687843361,3.0032216479922766,"""an elephant walking on the Great Wall"""
Unidiffuser,065-3.png,1.800304095908429,1.8415126897782848,2.0255848115510418,"""Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."""
Glide,023-2.png,1.6979444219455708,1.8944569157646245,2.010393181056918,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
stable-diffusion,023-3.png,2.3522321469351626,2.436059048396447,2.3996181528180607,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
stable-diffusion,097-3.png,2.9502337674766674,3.2278117380493705,2.429426874746282,"""a kitchen without a refrigerator"""
Controlnet,039-2.png,2.6940579414790933,2.5646893606041736,2.388521741483868,"""a teddy bear on a skateboard in times square"""
DALLE,093-1.png,3.314249702542889,2.801156730316813,3.0580161897712106,"""a closet without clothes"""
Unidiffuser,050-2.png,2.78894580418345,3.074262370141497,2.562168384973288,"""A photo of a panda made of water."""
Unidiffuser,038-2.png,2.7373381027049937,2.778113577098952,2.935638525067299,"""a fall landscape with a small cottage next to a lake"""
Unidiffuser,061-4.png,2.557515879253472,2.39322920962904,1.8866497308715933,"""the word 'HELLO' on a girl's face"""
Glide,094-1.png,2.135700649704309,2.381239632058465,2.129129857682244,"""a banana without its peel"""
stable-diffusion,024-2.png,2.679573475860002,2.4459622661880926,2.309560131522063,"""a tree reflected in the sunroof of a blue car"""
Controlnet,031-1.png,2.6895693180896165,2.541219426837926,2.583552843087212,"""a library filled with kids reading books"""
DALLE,052-4.png,2.8277836629182653,2.845254217657753,2.7120993623028973,"""a cartoon of a train going to the moon"""
Controlnet,083-3.png,2.93928949729082,2.938224700776852,2.8533808579949635,"""view of a clock tower from above"""
stable-diffusion,021-1.png,2.7188825888167747,2.691789313997389,2.1525061717563467,"""a grandmother reading a book to her grandson and granddaughter"""
Glide,003-1.png,2.331377763560705,2.879069302164539,3.1094586694649298,"""a bench"""
Unidiffuser,046-2.png,2.5338951876951143,2.2872615004380203,2.4202450694578923,"""a drawing of a series of musical notes wrapped around the Earth"""
stable-diffusion,046-1.png,2.381227703626499,2.310778971512506,2.276426755150287,"""a drawing of a series of musical notes wrapped around the Earth"""
Controlnet,004-4.png,3.205791586910563,3.2409965651727424,3.291068266250865,"""a flower"""
stable-diffusion,022-1.png,2.2852059205103616,2.277274803139877,1.964295791139822,"""a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. """
stable-diffusion,043-3.png,2.75580404407951,2.9344261094851247,2.6014438842698,"""a sword slicing through a loaf of bread"""
stable-diffusion,008-3.png,2.61621261159653,2.5929527693356134,2.755841812594108,"""a fall landscape"""
stable-diffusion,089-3.png,3.079749938805276,3.142413308183736,3.020784077310835,"""an aerial view of the Great Wall"""
stable-diffusion,029-1.png,3.057636954979905,2.6852627925701817,2.647530146294609,"""An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"""
stable-diffusion,061-2.png,2.733545256554529,2.2988410103527137,2.218981633691038,"""the word 'HELLO' on a girl's face"""
DALLE,094-1.png,2.95675813384516,2.714372896232673,2.445495510375257,"""a banana without its peel"""
Controlnet,028-1.png,2.7090209987364497,2.573577319390252,2.7887461336996977,"""Snow mountain and tree reflection in the lake"""
Controlnet,035-3.png,2.8370456917409514,2.7278636812286527,2.6565789981790444,"""a bloody mary cocktail next to a napkin"""
Controlnet,027-4.png,2.555104565004751,2.6109715045768325,2.6759289580521672,"""A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table"""
DALLE,048-3.png,2.8049640618644047,2.547019544436166,2.425199689076776,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
Glide,061-1.png,1.7668906982699766,1.9366308080821952,1.486396834565977,"""the word 'HELLO' on a girl's face"""
Unidiffuser,040-2.png,1.691996663570602,1.729286608304569,1.8706640184828227,"""A blue colored dog"""
Glide,046-4.png,1.705977556121134,1.987208414511192,1.750409157684679,"""a drawing of a series of musical notes wrapped around the Earth"""
Lafite,079-1.png,2.006625262866446,2.0727031157235487,2.3065315472019714,"""Times Square with thousands of dogs running around"""
Lafite,062-3.png,2.3573467748965973,2.621795022605765,2.570306347666054,"""a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background."""
DALLE,022-1.png,2.760319139300832,2.527587833002088,2.363098023271284,"""a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. """
Lafite,069-1.png,2.0042361561349105,2.259885943159767,2.2418738319316733,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
Controlnet,079-4.png,2.510974599741401,2.014889765737607,2.387903210461078,"""Times Square with thousands of dogs running around"""
Glide,002-2.png,2.133305130025751,2.5155198756893897,2.6408605365361733,"""a boat"""
stable-diffusion,098-2.png,3.1441123109448355,3.102810063587743,2.7176998727748964,"""a street without vehicles"""
Lafite,059-1.png,1.7361397335174342,2.053131007448404,2.0437603386205545,"""Downtown Shanghai at sunrise. detailed ink wash."""
Unidiffuser,048-4.png,2.6629911942817093,2.602972675142169,2.596365125645087,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
Controlnet,047-2.png,2.701281353448325,2.484625908428624,2.22781804054318,"""a small kitchen with a white goat in it"""
Lafite,044-4.png,1.7099779762144274,1.7073760061065435,1.626229721786641,"""an orange wearing a cowboy hat"""
Lafite,084-3.png,2.564096151263261,2.673283763700833,2.419222636601373,"""a cross-section view of a walnut"""
Glide,031-4.png,2.10083348298359,2.162998615767168,2.266483269332072,"""a library filled with kids reading books"""
Glide,084-1.png,1.8805128444600168,1.888381567556572,1.939698199493345,"""a cross-section view of a walnut"""
Controlnet,039-1.png,2.9102675077130984,2.587400363293911,2.961133250100004,"""a teddy bear on a skateboard in times square"""
Unidiffuser,097-4.png,2.4592092718324325,2.4680717324164787,1.975454251898175,"""a kitchen without a refrigerator"""
Glide,049-1.png,2.054900163058112,2.39692597705098,2.6227721733791016,"""an elephant walking on the Great Wall"""
Controlnet,084-1.png,2.893094912376832,2.8282223421087265,2.965385609422644,"""a cross-section view of a walnut"""
stable-diffusion,002-2.png,2.1361452084956047,2.0899150666190147,2.7497798768793325,"""a boat"""
Glide,020-1.png,1.827451481122204,1.9530568845398608,1.9095332239629623,"""A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope."""
Controlnet,086-1.png,2.694643435982755,2.5919775324196803,2.4496524288189554,"""A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration."""
Lafite,051-2.png,2.387789183706136,2.3454347918159515,2.4738545980428746,"""a portrait of a man wearing sunglasses and a business suit, painting in pop art style"""
Glide,074-1.png,2.112447146656133,2.467204026449108,2.610853326357092,"""ten red apples"""
Controlnet,072-2.png,2.928490919798983,2.4904549107421112,2.154180438525576,"""two motorcycles facing each other"""
Controlnet,050-4.png,2.7482281800009405,2.6015321751395173,2.3494861466412584,"""A photo of a panda made of water."""
stable-diffusion,096-2.png,2.035008705646705,1.843747433800808,1.929557846332553,"""We painted the wall with cracks."""
Glide,080-4.png,2.0024848606200334,2.3282997588722805,2.2585286613614706,"""view of a giraffe and a zebra in the middle of a field"""
Unidiffuser,008-4.png,2.998685912736528,2.8388814574610017,3.2766952690600384,"""a fall landscape"""
Controlnet,072-3.png,3.3072582793316543,3.403197424509429,3.350210937368028,"""two motorcycles facing each other"""
Glide,051-4.png,1.918869731638022,2.11309145369997,1.918357502541968,"""a portrait of a man wearing sunglasses and a business suit, painting in pop art style"""
Unidiffuser,067-1.png,2.361865799015461,2.621093180098643,2.3483908306778107,"""a yellow wall with 'Hello, world.' written on it"""
Lafite,011-1.png,1.9039958416210083,1.943491706812,2.8602015405881427,"""a woman with long hair"""
DALLE,027-1.png,2.577947973128252,2.151533015885548,2.954656371301341,"""A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table"""
Glide,092-1.png,2.1875720304202058,2.520037696944102,2.322967613843837,"""a car with no windows"""
DALLE,038-3.png,3.149110501804894,3.121973644961193,3.205954459830905,"""a fall landscape with a small cottage next to a lake"""
Controlnet,044-1.png,2.5104384873624523,2.3403050674206014,2.2326170461864905,"""an orange wearing a cowboy hat"""
Glide,052-1.png,2.070085635957009,2.0640371190766893,2.2378070153393184,"""a cartoon of a train going to the moon"""
Controlnet,052-2.png,2.6023723144471367,2.556272271498307,2.5985137529180395,"""a cartoon of a train going to the moon"""
Lafite,041-4.png,1.9446876132696536,2.115948049667533,2.224339603764286,"""A photo of an astronaut riding a horse in the forest."""
Controlnet,006-4.png,3.2039769439175885,2.865673371175376,3.1397020224149697,"""a book cover"""
Unidiffuser,048-2.png,2.8345716706905564,2.789798012569644,2.417361694066174,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
Unidiffuser,039-3.png,2.63598215920216,2.775455374501639,2.674681529314581,"""a teddy bear on a skateboard in times square"""
stable-diffusion,081-4.png,2.757591894852537,2.619617131844821,2.4855963007189508,"""two people facing each other"""
Glide,031-1.png,1.9752589937496248,2.271207462031375,2.154033683475531,"""a library filled with kids reading books"""
stable-diffusion,003-3.png,2.95160413759084,3.26627329077384,3.2040477373777696,"""a bench"""
Unidiffuser,080-4.png,1.7804230130800796,1.9088749246889465,2.1897005008116013,"""view of a giraffe and a zebra in the middle of a field"""
stable-diffusion,005-4.png,3.012506395296504,2.81870797214784,2.8492469288398232,"""a green pepper"""
Controlnet,024-4.png,2.7020304052554223,2.5487641435920074,2.307577069853465,"""a tree reflected in the sunroof of a blue car"""
Controlnet,021-2.png,2.6787478306013224,2.3862480141976445,2.34219848055949,"""a grandmother reading a book to her grandson and granddaughter"""
DALLE,084-2.png,2.7802183487300303,2.910393101762124,2.808121401230358,"""a cross-section view of a walnut"""
Controlnet,010-1.png,2.8308806196903435,2.3065054872308863,2.69891603103638,"""A giraffe walking through a green grass covered field"""
stable-diffusion,024-1.png,2.8754813118388283,2.318505560024574,2.4215282930069595,"""a tree reflected in the sunroof of a blue car"""
stable-diffusion,097-2.png,2.639515233177145,2.6873721580868897,2.230940245759751,"""a kitchen without a refrigerator"""
stable-diffusion,092-3.png,3.1243232483308403,2.992567589487413,2.272522813164353,"""a car with no windows"""
Glide,059-4.png,1.8719202991026784,1.8622950487826069,2.0687110678287035,"""Downtown Shanghai at sunrise. detailed ink wash."""
Lafite,061-1.png,1.6368437576477888,1.514749070672536,1.3846290350791584,"""the word 'HELLO' on a girl's face"""
Controlnet,095-4.png,2.666157175289008,2.5531670924235823,2.3597208737985427,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
Glide,061-4.png,2.1803404739015195,2.0161107246678447,2.056171056278332,"""the word 'HELLO' on a girl's face"""
DALLE,078-4.png,2.668243284534168,2.5173978842526776,2.1681022483836863,"""a tennis court with three yellow cones on it"""
Lafite,073-4.png,2.272944622232552,2.310544251405682,2.5288385240708493,"""two red balls on a table"""
Lafite,053-2.png,2.2025109457015035,2.155613551757569,2.200499645176983,"""A spaceship made of cardboard."""
stable-diffusion,023-1.png,2.827687253254913,2.72567594724397,2.856363443301777,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
DALLE,093-4.png,2.9757125159670457,3.3055561206245847,3.2113475402722784,"""a closet without clothes"""
Lafite,096-1.png,2.3658735329593736,2.3011010691479425,2.5350195874855666,"""We painted the wall with cracks."""
Glide,011-4.png,1.9156369172457943,1.8402365946258743,1.754730234940043,"""a woman with long hair"""
Controlnet,049-2.png,3.0674497729073287,2.828696236826389,2.8408371733380107,"""an elephant walking on the Great Wall"""
Controlnet,058-2.png,2.6846476623213893,2.5738530574824825,2.548961946437308,"""a painting of a white country home with a wrap-around porch"""
DALLE,005-4.png,2.938713343457826,2.913622368362137,3.0645921155279723,"""a green pepper"""
stable-diffusion,026-3.png,2.350853276412305,2.227294619294361,2.157900299643288,"""A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."""
DALLE,010-3.png,3.324545090672512,3.291848783501351,3.243303250330768,"""A giraffe walking through a green grass covered field"""
Unidiffuser,052-3.png,2.8267608036759184,2.625680223836478,2.7301993628307986,"""a cartoon of a train going to the moon"""
Controlnet,063-3.png,2.949383413976345,3.013095127189465,2.787795144791164,"""A sign that says Deep Learning"""
DALLE,033-1.png,2.790179464401242,2.7505515358460526,3.17803749292777,"""purple lego dollhouse with a pool and a swing"""
stable-diffusion,006-4.png,3.186842522285662,3.018076133270047,3.067581887115445,"""a book cover"""
DALLE,091-3.png,2.811374749632079,2.7239443694298435,2.828508727915796,"""a classroom without any students"""
Glide,096-4.png,2.281623416888189,2.217152747515083,1.913459593969312,"""We painted the wall with cracks."""
stable-diffusion,007-3.png,1.927413263312219,1.913131447912336,1.9692786252632044,"""a kitchen"""
Lafite,017-2.png,2.201903671932348,2.1253738358779346,2.306456232766952,"""a coffee table with a magazine on it"""
stable-diffusion,078-2.png,2.4978712107035097,2.525917323907462,2.1452396650542136,"""a tennis court with three yellow cones on it"""
Lafite,016-2.png,2.744504744503545,2.45968004079381,2.7035876017692915,"""A heart made of chocolate"""
Controlnet,012-3.png,2.623235294513558,2.44254942616438,2.206037263717984,"""A red bus is driving on the road"""
Controlnet,063-4.png,2.6869964402116104,2.5539437055975505,2.113672190627068,"""A sign that says Deep Learning"""
Glide,012-1.png,2.070918292744944,2.603258183646644,2.918224893890052,"""A red bus is driving on the road"""
stable-diffusion,067-4.png,2.284464582077708,2.34921901577834,2.367181057998672,"""a yellow wall with 'Hello, world.' written on it"""
Lafite,002-2.png,2.1737146933198424,2.5526804421748563,2.5348912955555067,"""a boat"""
Lafite,083-3.png,1.8704691051331293,1.9621660756063184,2.124802090840146,"""view of a clock tower from above"""
Unidiffuser,077-4.png,2.876511392919462,3.1333025326290977,3.28619657632154,"""two pianos next to each other"""
Lafite,080-2.png,1.7728015631696004,1.7114662804421816,1.925563261373527,"""view of a giraffe and a zebra in the middle of a field"""
DALLE,095-1.png,2.9486283297822307,2.627585361707009,1.8911411678632075,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
stable-diffusion,049-2.png,2.216257470237528,2.1588607377328395,2.536011727776758,"""an elephant walking on the Great Wall"""
DALLE,007-1.png,3.0992218630243764,3.307714226475444,2.953755365075842,"""a kitchen"""
Glide,066-1.png,1.9438658004818627,1.946378763886616,2.143790240429078,"""the word 'START'"""
Controlnet,026-3.png,2.5676679599593406,2.5601111577974547,2.2658866824115185,"""A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."""
Glide,088-2.png,1.6807150337258328,1.7903634384471443,2.1329901047043576,"""an aerial photo of a sandy island in the ocean"""
Lafite,022-3.png,1.896051132139112,2.100096125783109,2.1395333398512912,"""a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. """
Glide,024-3.png,2.350641169835076,2.47284876260971,2.0122879951683337,"""a tree reflected in the sunroof of a blue car"""
Unidiffuser,070-3.png,2.2552899646986253,2.1268501885877624,2.070966036157212,"""Four cats surrounding a dog"""
Lafite,000-3.png,1.994824527138314,1.9299303771135183,2.247098529836241,"""a corgi"""
DALLE,065-3.png,2.864865894667031,2.893476930681631,2.359576920476132,"""Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."""
Controlnet,079-2.png,2.3216552961433736,2.2168219921086783,2.0143806882063764,"""Times Square with thousands of dogs running around"""
DALLE,050-3.png,2.4004470244650435,2.3016814197894404,2.8025082296910995,"""A photo of a panda made of water."""
stable-diffusion,032-4.png,2.83822094109099,2.938842566666411,2.797459828818839,"""a large white yacht in a calm bay on a sunny day"""
Unidiffuser,099-2.png,3.172852561499493,3.0623580680644893,2.737522910145001,"""An aerial view of Ha Long Bay without any boats"""
Controlnet,093-4.png,2.930169074375594,2.803305909589354,1.6480773814269498,"""a closet without clothes"""
stable-diffusion,024-4.png,3.1884385620755227,2.900278861838849,2.7198133749099447,"""a tree reflected in the sunroof of a blue car"""
Lafite,006-1.png,2.2840558302408454,2.6789937822972854,2.7502363717632496,"""a book cover"""
Controlnet,078-4.png,2.618254277786291,2.6027285705438885,2.122546982348159,"""a tennis court with three yellow cones on it"""
stable-diffusion,085-3.png,1.9109575359544075,1.8315162027361007,2.0303964002487795,"""a close-up of an old-fashioned cocktail"""
Lafite,009-1.png,1.63326584786499,2.011548269606474,2.1821276883472547,"""a photo of san francisco's golden gate bridge"""
Unidiffuser,001-3.png,3.244573006986843,3.02400090549558,3.4368768276053268,"""a girl"""
stable-diffusion,081-3.png,2.919199072480075,2.654724581636794,3.0911260022930813,"""two people facing each other"""
Lafite,082-1.png,2.127307573780913,2.2090863013391537,2.2789730527313377,"""an overhead view of a pickup truck with boxes in its flatbed"""
DALLE,069-4.png,3.179252827941567,3.1329814456924234,2.655796566367012,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
Lafite,063-4.png,2.2916398318402145,2.429603846612737,2.1039185510034977,"""A sign that says Deep Learning"""
stable-diffusion,032-1.png,3.394864951100068,3.06961247954708,3.262968264476277,"""a large white yacht in a calm bay on a sunny day"""
DALLE,083-2.png,2.7478777630137534,2.851154031741229,2.92735986222848,"""view of a clock tower from above"""
DALLE,070-4.png,2.7480606065476856,2.625494804168935,2.6945052178958355,"""Four cats surrounding a dog"""
Lafite,016-4.png,2.396305186633824,2.4996380567524605,2.4895265070849613,"""A heart made of chocolate"""
Controlnet,021-3.png,2.336649770283437,2.084831248126749,2.0069165499627606,"""a grandmother reading a book to her grandson and granddaughter"""
Glide,097-1.png,1.907957517607447,2.004535745671349,2.340136689338153,"""a kitchen without a refrigerator"""
Controlnet,015-3.png,3.0026044427980194,3.285714087256627,2.8943535986058344,"""A bowl of Chicken Pho"""
stable-diffusion,094-2.png,2.98736377118834,2.7375608606222266,1.8868410744859885,"""a banana without its peel"""
